Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2023-10-13,2023-10-14,5261,BIRCHBOX,Merchandise,18.02,
2023-10-13,2023-10-13,5261,AMZN Mktp US*TP2ER7TX0,Merchandise,7.41,
2023-10-12,2023-10-13,5261,AMAZON.COM*TP9RI4T90,Merchandise,47.31,
2023-10-12,2023-10-13,5261,AMZN MKTP US*TP88W0LX2,Merchandise,47.69,
2023-10-12,2023-10-13,5261,AMAZON.COM*TE1LI7BG1,Merchandise,15.89,
2023-10-11,2023-10-13,5261,KROGER #5224,Merchandise,34.31,
2023-10-12,2023-10-13,5261,ViaSat Inc Internet,Internet,227.02,
2023-10-11,2023-10-12,5261,WATERSIDE CAFE,Dining,9.72,
2023-10-11,2023-10-12,5261,CANTEEN VENDING V,Dining,1.85,
2023-10-11,2023-10-12,5261,TMOBILE*AUTO PAY,Phone/Cable,155.0,
2023-10-11,2023-10-12,5261,BESPOKE POST,Merchandise,57.19,
2023-10-11,2023-10-12,13,"MAURANDA N. JONES, LCS",Health Care,10.0,
2023-10-10,2023-10-11,5261,AMAZON.COM*TE02F7290,Merchandise,15.25,
2023-10-10,2023-10-11,5261,GIV*CRESCENT HIL,Other Services,10.0,
2023-10-10,2023-10-11,5261,Prime Video *TE4FW03E1,Entertainment,3.05,
2023-10-09,2023-10-11,5261,SUTHERLANDS 3120,Merchandise,6.31,
2023-10-10,2023-10-11,13,USPS PO 2871800224,Other Services,5.91,
2023-10-09,2023-10-10,5261,SQ *CON HUEVOS! - FRANKFO,Dining,39.41,
2023-10-09,2023-10-10,5261,SAFECO INSURANCE CO,Insurance,107.55,
2023-10-09,2023-10-10,13,SQ *PROTAGONIST CAFE - SO,Dining,16.6,
2023-10-08,2023-10-10,13,BOJANGLES #671,Dining,5.5,
2023-10-09,2023-10-09,5261,AMZN Mktp US*T939M6RD1,Merchandise,27.55,
2023-10-09,2023-10-09,5261,Prime Video Channels,Entertainment,6.31,
2023-10-08,2023-10-09,5261,HP *INSTANT INK,Merchandise,6.35,
2023-10-08,2023-10-09,5261,H2C CHILI'S BAR B1 ORD,Dining,42.83,
2023-10-08,2023-10-09,13,CULVERS CAPE GIRARDEAU,Dining,4.81,
2023-10-07,2023-10-09,5261,HUDSON ST1751,Merchandise,2.89,
2023-10-07,2023-10-09,5261,LYFT   *RIDE SAT 6AM,Other Travel,34.2,
2023-10-07,2023-10-09,5261,KROGER #224,Merchandise,8.83,
2023-10-07,2023-10-09,5261,APPLE.COM/BILL,Entertainment,18.0,
2023-10-06,2023-10-09,5261,WDW ARTISTS PALETTE,Dining,54.09,
2023-10-06,2023-10-09,5261,UNITED      0164243972111,Airfare,35.0,
2023-10-06,2023-10-09,5261,UNITED      0164243972110,Airfare,35.0,
2023-10-06,2023-10-09,13,IRONMAN EVENTS 2,Merchandise,10.96,
2023-10-07,2023-10-07,5261,TST* RAGLAN ROAD IRISH PU,Dining,83.48,
2023-10-06,2023-10-07,5261,Netflix.com,Phone/Cable,16.33,
2023-10-05,2023-10-07,5261,WDW ARTISTS PALETTE,Dining,20.01,
2023-10-06,2023-10-07,13,Subway 65933,Dining,11.51,
2023-10-05,2023-10-06,5261,SQ *CIRQUE DU SOLEIL - LE,Merchandise,21.3,
2023-10-05,2023-10-06,5261,SQ *4 RIVERS CANTINA BARB,Dining,39.62,
2023-10-05,2023-10-06,13,SNACK SODA VENDING,Dining,2.35,
2023-10-04,2023-10-05,5261,LYFT   *RIDE WED 4PM,Other Travel,18.99,
2023-10-04,2023-10-05,5261,LYFT   *RIDE WED 4PM,Other Travel,42.29,
2023-10-05,2023-10-05,5261,Prime Video Channels,Entertainment,6.31,
2023-10-03,2023-10-05,5261,HUMANACASHLESS,Dining,20.0,
2023-10-04,2023-10-05,405,MCDONALD'S M2063,Dining,11.0,
2023-10-04,2023-10-05,405,KROGER #418,Merchandise,3.29,
2023-10-04,2023-10-05,405,Subway 18103,Dining,14.07,
2023-10-03,2023-10-04,5261,SPOTIFY,Phone/Cable,11.65,
2023-10-02,2023-10-04,5261,MASSAGE ENVY - 0386,Other Services,68.9,
2023-10-02,2023-10-04,13,ALDI 41029,Merchandise,68.16,
2023-10-03,2023-10-04,405,TARGET        00014472,Merchandise,47.41,
2023-10-02,2023-10-03,13,EXXON #610 WALLIS,Gas/Automotive,41.14,
2023-10-02,2023-10-03,13,Spectrum,Phone/Cable,79.99,
2023-10-01,2023-10-02,5261,BARK&CO (BARKBOX),Merchandise,320.44,
2023-10-01,2023-10-02,5261,BARK&CO (BARKBOX),Merchandise,8.48,
2023-10-01,2023-10-02,13,LA FINCA COFFEE THE GROVE,Dining,5.48,
2023-09-30,2023-10-02,13,BPV- PBR,Dining,25.79,
2023-09-30,2023-10-02,13,TST* Kaldis Coffee - SKI,Dining,44.11,
2023-10-01,2023-10-02,13,TST* NARWHAL S MIDTOWN,Dining,19.66,
2023-10-01,2023-10-02,13,LYFT   RIDE SUN 12AM,Other Travel,18.0,
2023-10-01,2023-10-02,405,CHIPOTLE 1532,Dining,14.38,
2023-10-01,2023-10-02,405,SPIRIT HALLOWEEN 60600,Merchandise,20.0,
2023-10-01,2023-10-02,405,SPENCER GIFTS 2115,Merchandise,45.79,
2023-10-01,2023-10-02,405,KROGER #418,Merchandise,34.2,
2023-10-01,2023-10-02,405,LINODE . AKAMAI,Internet,10.3,
2023-09-30,2023-10-02,405,TROPICAL SMOOTHIE CAFE OH,Dining,16.08,
2023-09-30,2023-10-02,5261,Spotify USA,Phone/Cable,11.65,
2023-09-30,2023-10-02,13,SCHNUCKS LINDELL,Merchandise,7.27,
2023-09-30,2023-10-02,13,SQ *THAI 202 RESTAURANT,Dining,31.74,
2023-09-29,2023-09-30,13,NEW EARTH FARM,Other Services,12.0,
2023-09-29,2023-09-30,405,APPLE.COM/BILL,Entertainment,3.17,
2023-09-29,2023-09-29,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,4000.0
2023-09-29,2023-09-29,5261,Prime Video *T17TB8IH0,Entertainment,4.21,
2023-09-28,2023-09-29,5261,AMAZON.COM*T98LO61X2,Merchandise,15.89,
2023-09-28,2023-09-29,5261,AMAZON.COM*T110P0UG0,Merchandise,33.9,
2023-09-28,2023-09-29,5261,Amazon.com*T10KC9UW0,Merchandise,20.08,
2023-09-29,2023-09-29,5261,SP R+CO,Merchandise,44.52,
2023-09-28,2023-09-29,5261,AMAZON.COM*T13PC8XP1,Merchandise,39.87,
2023-09-28,2023-09-29,405,PAPA JOHN'S #206,Dining,88.5,
2023-09-26,2023-09-28,5261,AMERICAN AIR0012482077088,Airfare,1915.85,
2023-09-26,2023-09-28,5261,AMERICAN AIR0012482077087,Airfare,1915.85,
2023-09-26,2023-09-28,5261,KROGER #5224,Merchandise,61.84,
2023-09-26,2023-09-28,5261,AMERICAN AI 0012481827505,Airfare,,171.0
2023-09-26,2023-09-28,5261,AMERICAN AI 0012481827504,Airfare,,171.0
2023-09-26,2023-09-28,5261,HUMANACASHLESS,Dining,20.0,
2023-09-27,2023-09-28,405,UNITED DAIRY FARMERS,Gas/Automotive,45.48,
2023-09-27,2023-09-27,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,3620.64
2023-09-26,2023-09-27,5261,AMAZON.COM*T19P75ZZ1,Merchandise,29.67,
2023-09-26,2023-09-27,13,SNACK SODA VENDING,Dining,2.6,
2023-09-26,2023-09-27,13,SNACK SODA VENDING,Dining,1.6,
2023-09-25,2023-09-26,5261,AMZN MKTP US*T165L0RW2,Merchandise,21.19,
2023-09-25,2023-09-26,5261,ATT*BILL PAYMENT,Phone/Cable,113.66,
2023-09-25,2023-09-26,5261,AMERICAN AIR0012481848640,Airfare,60.0,
2023-09-25,2023-09-26,5261,AMERICAN AIR0012481848956,Airfare,60.0,
2023-09-25,2023-09-26,5261,AMERICAN AIR0012481827505,Airfare,1510.9,
2023-09-25,2023-09-26,5261,AMERICAN AIR0012481827504,Airfare,1510.9,
2023-09-25,2023-09-26,5261,ALLIANZ TRAVEL INS,Insurance,268.22,
2023-09-25,2023-09-26,5261,ALLIANZ TRAVEL INS,Insurance,211.52,
2023-09-25,2023-09-26,5261,APPLE.COM/BILL,Merchandise,2.99,
2023-09-25,2023-09-26,5261,BIRCHBOX,Merchandise,18.02,
2023-09-25,2023-09-25,5261,AMZN Mktp US,Merchandise,,31.37
2023-09-24,2023-09-25,5261,Amazon Music*T13EO9AH0,Entertainment,5.29,
2023-09-24,2023-09-25,5261,Etsy.com - FreetownDesig,Merchandise,35.62,
2023-09-24,2023-09-25,5261,GROVE COLLABORATIVE,Merchandise,35.96,
2023-09-23,2023-09-25,5261,MDC*MEADE COUNTY RECC,Utilities,40.89,
2023-09-24,2023-09-25,13,TST* MAPLEWOOD DELI,Dining,17.41,
2023-09-24,2023-09-25,405,KROGER #418,Merchandise,26.97,
2023-09-24,2023-09-25,405,Subway 18103,Dining,9.09,
2023-09-23,2023-09-25,405,DNC GRT AMR BALLPARK C,Dining,13.84,
2023-09-24,2023-09-25,405,TST* FISHBOWL,Dining,25.76,
2023-09-23,2023-09-25,13,SPI*AMERENUE,Utilities,129.69,
2023-09-24,2023-09-25,405,UBER   TRIP,Other Travel,18.78,
2023-09-23,2023-09-25,405,PLATO'S CLOSET #80059,Merchandise,21.56,
2023-09-23,2023-09-23,5261,DD DOORDASH CHUYS,Dining,25.77,
2023-09-22,2023-09-23,5261,PELOTON* MEMBERSHIP,Merchandise,12.99,
2023-09-22,2023-09-23,405,KROGER #402,Merchandise,8.57,
2023-09-22,2023-09-23,405,TST* LISTERMANN BREWING C,Dining,5.27,
2023-09-22,2023-09-23,405,TST* LISTERMANN BREWING C,Dining,7.91,
2023-09-21,2023-09-23,405,KROGER #465,Merchandise,5.45,
2023-09-22,2023-09-22,5261,SXM*SIRIUSXM.COM/ACCT,Phone/Cable,,59.28
2023-09-21,2023-09-22,405,KROGER #465,Merchandise,55.56,
2023-09-20,2023-09-21,5261,CHENOWETH ANIMAL HOSPITAL,Professional Services,316.45,
2023-09-20,2023-09-21,5261,Amazon.com*TX43W4051,Merchandise,32.89,
2023-09-20,2023-09-21,5261,Safeco Corporation,Insurance,139.26,
2023-09-20,2023-09-20,5261,Amazon.com*TX5RV8TU1,Merchandise,39.75,
2023-09-20,2023-09-20,5261,Chamberlain Liftmaster,Other,52.04,
2023-09-19,2023-09-20,13,"MAURANDA N. JONES, LCS",Health Care,10.0,
2023-09-19,2023-09-20,405,2264 GREAT CLIPS AT NORWO,Other Services,23.0,
2023-09-19,2023-09-19,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1700.0
2023-09-18,2023-09-19,13,WALGREENS #6472,Health Care,27.26,
2023-09-18,2023-09-19,13,SNACK SODA VENDING,Dining,2.35,
2023-09-18,2023-09-19,405,MCDONALD'S F32059,Dining,9.96,
2023-09-18,2023-09-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,208.58
2023-09-18,2023-09-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,68.94
2023-09-17,2023-09-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1022.51
2023-09-17,2023-09-18,405,KROGER #418,Merchandise,10.57,
2023-09-15,2023-09-18,5261,KROGER #5224,Merchandise,47.38,
2023-09-17,2023-09-18,13,CITY OF ST LOUIS PVB,Gas/Automotive,20.0,
2023-09-17,2023-09-18,405,UBER   TRIP,Other Travel,12.83,
2023-09-16,2023-09-18,405,KROGER #418,Merchandise,9.09,
2023-09-16,2023-09-18,405,UBER   TRIP,Other Travel,14.79,
2023-09-16,2023-09-18,405,SQ *419 ESOTERIC,Entertainment,9.0,
2023-09-16,2023-09-18,405,SQ *407 KROMBACHER,Entertainment,9.0,
2023-12-01,2023-12-02,936,TARGET 00014472,Merchandise,52.85,
2023-12-01,2023-12-02,936,SLUGGERGIFTS.COM,Other,94.33,
2023-11-30,2023-12-01,936,PANERA BREAD #204900 P,Dining,15.64,
2023-11-29,2023-11-30,936,AMZN Mktp US*LF8J41ML3,Merchandise,16.16,
2023-11-28,2023-11-29,936,KROGER #418,Merchandise,17.56,
2023-11-26,2023-11-27,936,PAPA JOHN'S #206,Dining,6.07,
2023-11-25,2023-11-27,936,ROUGH RIVER HARDWARE,Merchandise,26.49,
2023-11-24,2023-11-27,936,BEST STOP,Gas/Automotive,14.58,
2023-11-24,2023-11-25,936,LEVELUPHEINEBROTHERS4,Dining,6.82,
2023-11-22,2023-11-24,936,BOOK'S CHRISTMAS TREES,Merchandise,148.0,
2023-11-21,2023-11-24,936,COWBOY'S 107,Gas/Automotive,35.32,
2023-11-21,2023-11-24,936,COWBOY'S 107,Gas/Automotive,4.02,
2023-11-19,2023-11-20,936,KROGER #402,Merchandise,6.5,
2023-11-19,2023-11-20,936,McDonalds 7949,Dining,1.61,
2023-11-18,2023-11-20,936,FOURTH & RACE REDEVELO,Gas/Automotive,8.0,
2023-11-10,2023-11-11,936,TST* Swing Line Grill,Dining,57.44,
2023-11-09,2023-11-10,936,PAPA JOHN'S #206,Dining,96.0,
2023-11-09,2023-11-10,936,KROGER #465,Merchandise,30.5,
2023-11-07,2023-11-08,936,KROGER #402,Merchandise,11.17,
2023-11-06,2023-11-08,936,MARATHON PETRO120170,Gas/Automotive,37.05,
2023-11-05,2023-11-06,936,MCDONALD'S F236,Dining,6.98,
2023-11-05,2023-11-06,936,WALGREENS #7435,Health Care,0.42,
2023-11-05,2023-11-06,936,MICHAELS STORES 1352,Merchandise,10.76,
2023-11-05,2023-11-06,936,CAPITAL ONE MOBILE PYMT,Payment/Credit,,793.49
2023-11-04,2023-11-06,936,Q CENTER FB,Dining,6.5,
2023-11-04,2023-11-06,936,Q CENTER FB,Dining,7.0,
2023-11-05,2023-11-06,936,KROGER #418,Merchandise,18.34,
2023-11-05,2023-11-06,936,SQ *TAZIKIS MEDITERRAN,Dining,19.19,
2023-11-05,2023-11-06,936,Subway 65554,Dining,7.49,
2023-09-11,2023-09-12,5261,AMZN Mktp US*TR3CD7HR0,Merchandise,52.99,
2023-09-11,2023-09-12,5261,AMZN Mktp US*TR5H548F2,Merchandise,14.87,
2023-09-11,2023-09-12,5261,TMOBILE*AUTO PAY,Phone/Cable,155.0,
2023-09-11,2023-09-12,5261,AMZN Mktp US*TR9LZ55K0,Merchandise,6.33,
2023-09-11,2023-09-12,13,SQ *GOSHEN COFFEE,Dining,10.0,
2023-09-10,2023-09-11,5261,HP *INSTANT INK,Merchandise,6.35,
2023-09-10,2023-09-11,5261,BESPOKE POST,Merchandise,57.19,
2023-09-09,2023-09-11,13,ALDI 41047,Merchandise,37.3,
2023-09-10,2023-09-11,13,SQ *COFFEE CULTURE LLC,Dining,9.63,
2023-09-09,2023-09-11,5261,Prime Video Channels,Internet,6.31,
2023-09-08,2023-09-11,5261,PENN STATION - 327 - ECOM,Dining,11.21,
2023-09-09,2023-09-11,405,FOURTH & RACE REDEVELOP,Gas/Automotive,8.0,
2023-09-09,2023-09-11,405,UBER TRIP,Other Travel,20.16,
2023-09-08,2023-09-09,405,TST* High Grain,Dining,21.24,
2023-09-09,2023-09-09,405,TST* NADA CINCINNATI,Dining,100.09,
2023-09-09,2023-09-09,405,UBER TRIP,Other Travel,18.73,
2023-09-08,2023-09-08,5261,APPLE.COM/BILL,Internet,18.0,
2023-09-07,2023-09-08,5261,AMAZON.COM*TR6Y76LV2,Merchandise,34.72,
2023-09-07,2023-09-08,405,KROGER #465,Merchandise,64.33,
2023-09-05,2023-09-07,5261,KROGER #5224,Merchandise,27.18,
2023-09-06,2023-09-07,5261,NETFLIX.COM,Phone/Cable,16.33,
2023-09-06,2023-09-07,5261,CIRQUE SOLEIL ORLANDO,Entertainment,241.42,
2023-09-06,2023-09-07,13,SCHNUCKS LINDELL,Merchandise,4.4,
2023-09-04,2023-09-06,13,AMC 0006 ESQUIRE 7,Entertainment,28.44,
2023-09-05,2023-09-06,405,MCDONALD'S F236,Dining,6.98,
2023-09-04,2023-09-06,405,SHEETZ 0387   00003871,Gas/Automotive,10.68,
2023-09-05,2023-09-05,5261,Prime Video Channels,Entertainment,6.31,
2023-09-04,2023-09-05,13,CIRCLE K # 01334,Gas/Automotive,36.93,
2023-09-03,2023-09-05,13,HUCK'S FOOD & FUEL STO,Gas/Automotive,32.01,
2023-09-04,2023-09-05,405,KROGER #465,Merchandise,32.56,
2023-09-04,2023-09-05,405,KROGER #418,Merchandise,5.49,
2023-09-03,2023-09-05,405,ARSENAL CIDER HOUSE,Dining,23.0,
2023-09-02,2023-09-04,5261,AMERICAN AIR0018037105015,Airfare,113.2,
2023-09-02,2023-09-04,5261,AMERICAN AIR0018037105014,Airfare,113.2,
2023-09-02,2023-09-04,5261,UNITED      0162323954960,Airfare,121.69,
2023-09-02,2023-09-04,5261,UNITED      0162323954959,Airfare,121.69,
2023-09-03,2023-09-04,5261,SXM*SIRIUSXM.COM/ACCT,Phone/Cable,72.89,
2023-09-03,2023-09-04,405,WINE AND SPIRITS 9208,Merchandise,31.12,
2023-09-03,2023-09-04,405,SPIRIT HALLOWEEN 60499,Merchandise,29.0,
2023-09-03,2023-09-04,5261,SPOTIFY,Phone/Cable,11.65,
2023-09-02,2023-09-04,5261,Orbitz*72646810062049,Other Travel,8.67,
2023-09-01,2023-09-04,405,SHEETZ 0387   00003871,Gas/Automotive,7.67,
2023-09-02,2023-09-02,5261,SQ *STILL LAKE MARINE,Merchandise,604.45,
2023-09-01,2023-09-02,5261,LYFT   *RIDE THU 10PM,Other Travel,26.35,
2023-08-31,2023-09-02,5261,COLD STONE AS1 MCO,Dining,9.57,
2023-09-01,2023-09-02,13,Spectrum,Phone/Cable,79.99,
2023-09-01,2023-09-02,405,UNITED DAIRY FARMERS,Gas/Automotive,2.79,
2023-09-01,2023-09-02,405,LINODE . AKAMAI,Internet,15.47,
2023-08-31,2023-09-02,405,SHELL OIL 57443023205,Gas/Automotive,43.16,
2023-08-31,2023-09-01,5261,LYFT   *RIDE THU 11AM,Other Travel,29.99,
2023-08-31,2023-09-01,5261,Spotify USA,Phone/Cable,11.65,
2023-08-30,2023-09-01,5261,SPIRIT AIRL 4870361507728,Airfare,31.0,
2023-08-31,2023-09-01,5261,Amazon.com*TL07814N2,Merchandise,15.89,
2023-08-31,2023-09-01,13,"MAURANDA N. JONES, LCS",Health Care,10.0,
2023-08-31,2023-09-01,405,DUNKIN #348927,Dining,4.39,
2023-08-31,2023-09-01,405,CVS/PHARMACY #06111,Health Care,6.28,
2023-08-31,2023-09-01,405,PAPA JOHN'S #206,Dining,72.0,
2023-08-31,2023-09-01,405,TST* LISTERMANN BREWING C,Dining,7.5,
2023-08-31,2023-08-31,5261,BARK&CO (BARKBOX),Merchandise,8.48,
2023-08-29,2023-08-31,5261,MARIA & ENZOS,Dining,48.47,
2023-08-29,2023-08-31,5261,KROGER #5224,Merchandise,54.53,
2023-08-30,2023-08-31,13,WASHINGTON U STL,Other,40.0,
2023-08-30,2023-08-31,13,NEW EARTH FARM,Other Services,12.0,
2023-08-30,2023-08-31,13,SQ *GIOIA'S DELI ON THE H,Dining,14.68,
2023-08-28,2023-08-30,5261,SPIRIT AIRL 4870361219447,Airfare,57.0,
2023-08-28,2023-08-30,5261,FRONTERA COCINA,Dining,42.15,
2023-08-28,2023-08-30,5261,WDW CONCH FLATS,Merchandise,9.6,
2023-08-28,2023-08-30,5261,WDW CONCH FLATS,Merchandise,4.39,
2023-08-29,2023-08-30,405,APPLE.COM/BILL,Entertainment,3.17,
2023-08-28,2023-08-29,5261,FANDANGO,Entertainment,3.27,
2023-08-27,2023-08-29,5261,SKY ASIAN BISTRO MARKET,Merchandise,19.42,
2023-08-27,2023-08-29,5261,COAL'S ARTISAN PIZ SDF,Dining,4.29,
2023-08-27,2023-08-29,5261,WDW CONCH FLATS,Merchandise,3.57,
2023-08-27,2023-08-29,5261,WDW OLIVIA'S CAFE,Dining,25.49,
2023-08-27,2023-08-29,13,2ENTERPRISECTR,Dining,13.28,
2023-08-28,2023-08-29,405,WF WAYFAIR3964896559,Merchandise,86.23,
2023-08-27,2023-08-29,405,STARBUCKS 800-782-7282,Dining,5.25,
2023-08-28,2023-08-28,5261,IC* INSTACART*159,Merchandise,43.6,
2023-08-28,2023-08-28,5261,IC* INSTACART*159,Merchandise,1.0,
2023-08-27,2023-08-28,5261,ATT*BILL PAYMENT,Phone/Cable,113.66,
2023-08-27,2023-08-28,5261,LYFT   *RIDE SUN 4PM,Other Travel,46.76,
2023-08-26,2023-08-28,5261,BLUE DOG BAKERY & CAFE,Dining,13.8,
2023-08-27,2023-08-28,5261,LYFT   *RIDE SUN 8AM,Other Travel,22.1,
2023-08-27,2023-08-28,405,HOMEGOODS #0116,Merchandise,3.22,
2023-08-27,2023-08-28,405,KROGER #465,Merchandise,22.36,
2023-08-26,2023-08-28,5261,THE NAIL BOX,Other Services,35.0,
2023-08-25,2023-08-28,5261,COALS ARTISAN PIZZA - LOU,Dining,20.02,
2023-08-26,2023-08-28,5261,SQ *CON HUEVOS! - FRANKFO,Dining,50.22,
2023-08-26,2023-08-28,405,KROGER #418,Merchandise,19.39,
2023-08-26,2023-08-28,405,KROGER #418,Merchandise,3.99,
2023-08-25,2023-08-26,5261,KY JEFFERSON COUNTY CLERK,Other Services,367.99,
2023-08-25,2023-08-26,5261,KROGER #387,Merchandise,21.14,
2023-08-24,2023-08-26,13,UNIVERSITY OF HEALTH SCIE,Dining,5.32,
2023-08-25,2023-08-25,5261,APPLE.COM/BILL,Entertainment,2.99,
2023-08-25,2023-08-25,5261,Amazon Music*T35S74NW2,Entertainment,5.29,
2023-08-24,2023-08-25,5261,SNACK SODA VENDING,Dining,1.75,
2023-08-24,2023-08-25,5261,KROGER FUEL #8224,Gas/Automotive,49.01,
2023-08-23,2023-08-25,5261,BLUE DOG BAKERY & CAFE,Dining,5.75,
2023-08-24,2023-08-25,5261,Amazon.com*TQ93B4UE0,Merchandise,39.82,
2023-08-23,2023-08-25,5261,MDC*MEADE COUNTY RECC,Utilities,57.68,
2023-08-24,2023-08-25,13,PARK AVENUE COFFEE 1922,Dining,4.54,
2023-08-23,2023-08-25,13,SPI*AMERENUE,Utilities,55.53,
2023-08-24,2023-08-25,405,TST* LISTERMANN BREWING C,Dining,9.05,
2023-08-24,2023-08-25,405,KROGER #465,Merchandise,36.0,
2023-08-23,2023-08-24,5261,SQ *WILTSHIRE PANTRY BAKE,Dining,20.99,
2023-08-22,2023-08-23,5261,SNACK SODA VENDING,Dining,1.75,
2023-08-22,2023-08-23,5261,KROGER #224,Merchandise,6.87,
2023-08-22,2023-08-23,5261,KROGER #224,Merchandise,10.57,
2023-08-22,2023-08-23,5261,CATHOLIC CHARITIES OF LO,Other Services,113.0,
2023-08-22,2023-08-23,5261,PELOTON* MEMBERSHIP,Merchandise,12.99,
2023-08-22,2023-08-23,13,INSOMNIA COOKIES - WEB,Dining,38.99,
2023-08-21,2023-08-23,405,POST OFFICE,Other,13.2,
2023-08-22,2023-08-23,405,TARGET        00014472,Merchandise,5.16,
2023-08-22,2023-08-22,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,2000.0
2023-08-21,2023-08-22,405,KROGER #465,Merchandise,46.31,
2023-08-20,2023-08-21,5261,LEE'S FAMOUS RECIPE BROW,Dining,7.41,
2023-08-20,2023-08-21,5261,Amazon.com*TQ01P8LV1,Merchandise,16.86,
2023-08-20,2023-08-21,5261,AMAZON.COM*TQ1VN4AO0 AMZN,Merchandise,44.64,
2023-08-20,2023-08-21,5261,AMAZON.COM*TQ4N30LL1 AMZN,Merchandise,8.9,
2023-08-21,2023-08-21,405,AWAKENINGS COFFEE & WINE,Dining,10.64,
2023-08-20,2023-08-21,405,TJMAXX #0606,Merchandise,13.99,
2023-08-20,2023-08-21,405,PP*HAZELFIELD FARM,Merchandise,12.0,
2023-08-20,2023-08-21,5261,Prime Video *TQ5YT1F91,Entertainment,3.05,
2023-08-19,2023-08-21,5261,KROGER #224,Merchandise,12.52,
2023-08-19,2023-08-21,405,KROGER #465,Merchandise,91.64,
2023-08-19,2023-08-21,405,KROGER #418,Merchandise,6.25,
2023-08-18,2023-08-21,405,KINGS ISLAND PANDA EXPRES,Dining,23.46,
2023-08-18,2023-08-19,5261,WALGREENS #19454,Health Care,35.32,
2023-08-17,2023-08-19,5261,PATRICK O'SHEAS,Dining,17.23,
2023-08-17,2023-08-19,5261,KROGER #5224,Merchandise,52.15,
2023-08-18,2023-08-19,5261,AMAZON.COM*TQ0O94OZ0 AMZN,Merchandise,44.82,
2023-08-18,2023-08-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,41.09
2023-08-18,2023-08-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,559.07
2023-08-17,2023-08-18,5261,WATERSIDE CAFE,Dining,2.43,
2023-08-17,2023-08-18,5261,KROGER #224,Merchandise,10.57,
2023-08-17,2023-08-18,5261,AMAZON.COM*TO3NS5RR0 AMZN,Merchandise,30.89,
2023-08-17,2023-08-18,13,PANERA BREAD #606227 P,Dining,10.4,
2023-08-17,2023-08-18,405,UNITED DAIRY FARMERS,Gas/Automotive,40.22,
2023-08-17,2023-08-18,405,WHOLEFDS CIN 10287,Merchandise,5.95,
2023-08-17,2023-08-18,405,WHOLEFDS CIN 10287,Merchandise,5.38,
2023-08-17,2023-08-18,405,HOMEGOODS #0116,Merchandise,86.23,
2023-08-18,2023-08-18,405,WWW.REDBUBBLE.COM,Merchandise,26.85,
2023-08-17,2023-08-18,405,KROGER #418,Merchandise,31.28,
2023-08-17,2023-08-18,405,DAVES AUTO CARE,Gas/Automotive,377.3,
2023-08-17,2023-08-18,405,SQ *COFFEE EMPORIUM,Dining,4.0,
2023-08-17,2023-08-17,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1371.21
2023-08-16,2023-08-17,5261,WATERSIDE CAFE,Dining,4.75,
2023-08-15,2023-08-17,5261,BLUE DOG BAKERY & CAFE,Dining,43.18,
2023-08-16,2023-08-17,5261,Amazon.com*TO8EH0D30,Merchandise,15.89,
2023-08-16,2023-08-17,5261,AMAZON.COM*TO5SG3Y52 AMZN,Merchandise,21.4,
2023-08-16,2023-08-17,5261,AMAZON.COM*TO5QB25B1 AMZN,Merchandise,36.18,
2023-08-15,2023-08-17,13,PARK AVENUE COFFEE 1922,Dining,3.91,
2023-08-15,2023-08-17,13,QT 687,Gas/Automotive,41.09,
2023-08-16,2023-08-17,405,TROPICAL SMOOTHIE CAFE OH,Dining,9.08,
2023-08-16,2023-08-17,405,TARGET        00014472,Merchandise,89.69,
2023-09-14,2023-09-16,5261,HUMANA  CLOCKTOWER FIT,Entertainment,16.96,
2023-09-15,2023-09-16,5261,Amazon.com*TR14O9Q51,Merchandise,24.55,
2023-09-15,2023-09-16,13,SQ *ST. LOUIS DERMATOLOGY,Health Care,50.0,
2023-09-15,2023-09-15,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,4000.0
2023-09-15,2023-09-15,5261,MEDWATER,Health Care,52.62,
2023-09-15,2023-09-15,5261,UNITED CRESCENT HILL M,Other Services,52.62,
2023-09-14,2023-09-15,5261,AMAZON.COM*TR7XH45U1,Merchandise,15.89,
2023-09-14,2023-09-15,5261,AMZN Mktp US*TR7T50HE1,Merchandise,79.89,
2023-09-14,2023-09-15,5261,UNITING PARTNERS FOR W,Other Services,52.62,
2023-09-14,2023-09-15,5261,HILDEGARD HOUSE INC,Other Services,52.62,
2023-09-14,2023-09-15,5261,"ST. JOHN CENTER, INC.",Other Services,418.77,
2023-09-13,2023-09-15,5261,KROGER #5224,Merchandise,38.2,
2023-09-14,2023-09-15,405,KROGER #465,Merchandise,20.34,
